timestamp_unix,timestamp_iso_utc,cpu_percent
1759821840,2025-10-07T07:24:00+00:00,2.124999999978158
1759821855,2025-10-07T07:24:15+00:00,1.5000000003055902
1759821870,2025-10-07T07:24:30+00:00,5.749999999898137
1759821885,2025-10-07T07:24:45+00:00,4.374999999890861
1759821900,2025-10-07T07:25:00+00:00,100.0
1759821915,2025-10-07T07:25:15+00:00,100.0
1759821930,2025-10-07T07:25:30+00:00,100.0
1759821945,2025-10-07T07:25:45+00:00,100.0
1759821960,2025-10-07T07:26:00+00:00,100.0
1759821975,2025-10-07T07:26:15+00:00,96.75000000024738
1759821990,2025-10-07T07:26:30+00:00,97.87499999983993
1759822005,2025-10-07T07:26:45+00:00,2.374999999665306
1759822020,2025-10-07T07:27:00+00:00,14.249999999992738
1759822035,2025-10-07T07:27:15+00:00,0.7499999999709104
1759822050,2025-10-07T07:27:30+00:00,100.0
1759822065,2025-10-07T07:27:45+00:00,100.0
1759822080,2025-10-07T07:28:00+00:00,100.0
1759822095,2025-10-07T07:28:15+00:00,100.0
1759822110,2025-10-07T07:28:30+00:00,100.0
1759822125,2025-10-07T07:28:45+00:00,-0.5000000004656613
1759822140,2025-10-07T07:29:00+00:00,3.5000000005311307
1759822155,2025-10-07T07:29:15+00:00,2.3750000002110028
1759822170,2025-10-07T07:29:30+00:00,100.0
1759822185,2025-10-07T07:29:45+00:00,100.0
1759822200,2025-10-07T07:30:00+00:00,100.0
1759822215,2025-10-07T07:30:15+00:00,100.0
1759822230,2025-10-07T07:30:30+00:00,100.0
1759822245,2025-10-07T07:30:45+00:00,47.87499999983993
1759822260,2025-10-07T07:31:00+00:00,100.0
1759822275,2025-10-07T07:31:15+00:00,100.0
1759822290,2025-10-07T07:31:30+00:00,99.87500000006548
1759822305,2025-10-07T07:31:45+00:00,100.0
1759822320,2025-10-07T07:32:00+00:00,99.87499999988358
